Unnamed: 0.1,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,P1S,P2S,SGA,SGA1,RE,RE1,Unf_err_cnt,Unf_err_cnt1,STB,LTB,STH,LTH,STB1,LTB1,STH1,LTH1,Net-cnt,Net-sc-rate,Net-cnt1,Net-sc-rate1,BTS,BTS1,SD,SD1,SW,SW1
2529,3621,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:00:00,1,1,1,0,0,0.0,0.0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402133687592349,5.543,1,0.7536231884057971,C,CTL,D,0.0,0.07142857142857142,0.36363636363636365,0.6363636363636364,0.0,0.022891003040130815,1.0,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.4,0.45808383233532934,0.0,0.0,0.46433378196500674,0.9695652173913043,0.0,1.0,0.0,0.9999999999999998,0.0,0.0
2530,3622,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:00:35,1,1,2,0,0,0.0,0.0,0,15,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389662324282558,4.335,1,0.6811594202898552,C,NCTL,ND,0.0,0.14285714285714285,0.27272727272727276,0.7272727272727273,0.0,0.022207710207879677,1.0,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.4,0.45808383233532934,0.0,0.0,0.46433378196500674,0.9695652173913043,0.0,1.0,0.9999999999999998,0.0,0.0,0.0
2531,3623,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:00:56,1,1,3,0,0,0.0,0.0,0,30,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0858287356477653,11.198,2,0.5507246376811594,W,CTL,ND,0.06666666666666667,0.14285714285714285,0.36363636363636365,0.6363636363636364,0.1160592939566389,0.10867682657366647,1.0,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.4,0.45808383233532934,0.0,0.0,0.46567967698519513,0.9667630057803468,0.0,1.0,0.0,0.9999999999999998,1.0,1.0
2532,3624,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:01:24,1,1,4,0,0,0.0,0.0,15,30,2,1,2,1,3,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666404587292765,8.471,3,0.6956521739130435,BC,NCTL,ND,0.06666666666666667,0.21428571428571427,0.27272727272727276,0.7272727272727273,0.033802255675845196,0.14085104919938737,1.0,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.4,0.45808383233532934,0.0,0.0,0.46567967698519513,0.9667630057803468,0.0,1.0,0.9999999999999998,0.0,0.25,0.25
2533,3625,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:01:48,1,1,5,0,0,0.0,0.0,15,40,2,1,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181851455218316,3.419,1,0.5797101449275364,W,CTL,ND,0.06666666666666667,0.2857142857142857,0.18181818181818188,0.8181818181818181,0.0076700217359108045,0.04409964217734537,1.0,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.6000000000000001,0.46107784431137727,0.0,0.0,0.46567967698519513,0.9667630057803468,0.0,1.0,0.0,0.9999999999999998,1.0,1.0
2534,3626,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:02:35,1,2,6,0,0,0.0,0.16666666666666666,0,0,1,1,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3939934118667732,64.077,16,0.7536231884057971,C,NCTL,D,0.0,0.07142857142857142,0.36363636363636365,0.6363636363636364,0.0,0.16735744472109407,0.8571428571428572,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.6000000000000001,0.46107784431137727,0.0,0.0,0.46567967698519513,0.9667630057803468,1.0,0.0,0.9999999999999998,0.0,0.0,0.0
2535,3627,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:03:18,1,2,7,0,0,0.0,0.16666666666666666,0,15,1,2,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1173663734088844,15.536,4,0.30434782608695654,BW,NCTL,ND,0.0,0.14285714285714285,0.27272727272727276,0.7272727272727273,0.0,0.0621963480944169,0.8571428571428572,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.6000000000000001,0.46107784431137727,0.0,0.0,0.46567967698519513,0.9667630057803468,1.0,0.0,0.9999999999999998,0.0,0.75,0.75
2536,3628,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:03:58,1,2,8,0,0,0.0,0.16666666666666666,0,30,1,2,2,1,7,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2177201805636514,29.811,8,0.34782608695652173,B,NCTL,D,0.0,0.21428571428571427,0.18181818181818188,0.8181818181818181,0.0,0.10586879746379488,0.8571428571428572,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.6000000000000001,0.46107784431137727,0.0,0.0,0.46567967698519513,0.9667630057803468,1.0,0.0,0.9999999999999998,0.0,0.0,0.0
2537,3629,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:04:42,1,2,9,0,0,0.0,0.16666666666666666,0,40,1,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0441377814529138,8.033,3,0.30434782608695654,BW,NCTL,ND,0.06666666666666667,0.21428571428571427,0.27272727272727276,0.7272727272727273,0.05390418071512694,0.07026949120860267,0.8571428571428572,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.6000000000000001,0.46107784431137727,0.0,0.0,0.46567967698519513,0.9667630057803468,1.0,0.0,0.9999999999999998,0.0,0.75,0.75
2538,3630,2023-wimbledon-1316,Stan Wawrinka,Novak Djokovic,00:05:19,1,2,10,0,0,0.0,0.16666666666666666,15,40,1,1,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0222925619162521,6.935,1,0.6376811594202898,W,CTL,ND,0.13333333333333333,0.21428571428571427,0.36363636363636365,0.6363636363636364,0.03557820821173286,0.025824479320584338,0.8571428571428572,0.5286284953395473,0.0,0.0,0.0,0.0,0.0,0.47368421052631576,0.4,0.46107784431137727,0.0,0.0,0.46567967698519513,0.9667630057803468,1.0,0.0,0.0,0.9999999999999998,1.0,1.0
