speed_mph,SD,SW,STB,LTB,STH,LTH,Net-cnt,Net-sc-rate,RE,Unf_err_cnt,BTS,p1_games,SGA,P1S,P2S,RE1,Unf_err_cnt1,STB1,LTB1,STH1,LTH1,Net-cnt1,Net-sc-rate1,BTS1,SD1,SW1,p2_games,SGA1
0.3333333333333335,0.9999999999999998,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,1.0,0.0,0.36363636363636365,0.0,0.07142857142857142,0.018713804093483992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6363636363636364
0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05092104955824466,0.8571428571428572,1.0,0.0,0.4545454545454546,0.06666666666666667,0.07142857142857142,0.02518258705927768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.5454545454545454
0.6956521739130435,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05782700782010527,0.7142857142857143,1.0,0.0,0.36363636363636365,0.06666666666666667,0.14285714285714285,0.15493844816598054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364
0.8405797101449275,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4797910417254605,0.7142857142857143,1.0,0.0,0.4545454545454546,0.13333333333333333,0.14285714285714285,0.23727672118566337,1.0,0.0,0.0,0.0,0.0,0.0013458950201884253,0.0,0.0,0.9999999999999998,0.75,0.0,0.5454545454545454
0.3623188405797102,0.9999999999999998,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.02429869258259429,0.7142857142857143,1.0,0.0,0.36363636363636365,0.13333333333333333,0.21428571428571427,0.048098525826285835,1.0,0.0,0.0,0.0,0.0,0.0013458950201884253,0.0,0.0,0.0,0.75,0.0,0.6363636363636364
0.536231884057971,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06977851543781032,0.7142857142857143,1.0,0.0,0.4545454545454546,0.2,0.21428571428571427,0.03450839201320632,1.0,0.0,0.0,0.0,0.0,0.0013458950201884253,0.0,0.0,0.9999999999999998,1.0,0.0,0.5454545454545454
0.4782608695652175,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09664757400947785,0.7142857142857143,1.0,0.0,0.36363636363636365,0.2,0.2857142857142857,0.1695036383994814,1.0,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,0.0,0.0,0.0,0.0,0.6363636363636364
0.8115942028985508,0.0,0.25,0.0,0.0,0.0,0.0,0.02040816326530612,1.0,0.3494860845190643,0.7142857142857143,1.0,0.0,0.4545454545454546,0.26666666666666666,0.2857142857142857,0.1728354742441176,1.0,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,0.0,0.9999999999999998,0.25,0.0,0.5454545454545454
0.5507246376811594,0.9999999999999998,0.0,0.0,0.0,0.5,0.041666666666666664,0.02040816326530612,1.0,0.24657402547012083,0.7142857142857143,1.0,0.0,0.5454545454545455,0.3333333333333333,0.2857142857142857,0.09765594541462462,1.0,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,0.0,0.0,0.0,0.0,0.4545454545454545
0.5797101449275364,0.0,1.0,0.0,0.0,0.5,0.041666666666666664,0.02040816326530612,1.0,0.0,1.0,0.0,0.16666666666666666,0.36363636363636365,0.0,0.07142857142857142,0.017903458198586908,1.0,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,1.0,0.9999999999999998,1.0,0.0,0.6363636363636364
0.8405797101449275,0.9999999999999998,1.0,0.0,0.0,0.5,0.041666666666666664,0.02040816326530612,1.0,0.21204379828258071,1.0,0.0,0.16666666666666666,0.4545454545454546,0.06666666666666667,0.07142857142857142,0.10486451981951428,1.0,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,1.0,0.0,1.0,0.0,0.5454545454545454
0.6956521739130435,0.9999999999999998,0.0,0.0,0.0,0.5,0.041666666666666664,0.02040816326530612,1.0,0.3512844336095424,1.0,0.0,0.16666666666666666,0.5454545454545455,0.13333333333333333,0.07142857142857142,0.08529173149474636,0.9986684420772304,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,1.0,0.0,0.0,0.0,0.4545454545454545
0.8115942028985508,0.9999999999999998,1.0,0.0,0.0,0.5,0.041666666666666664,0.02040816326530612,1.0,0.07026556032688945,1.0,0.0,0.16666666666666666,0.4545454545454546,0.13333333333333333,0.14285714285714285,0.09243065335643028,0.9986684420772304,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,1.0,0.0,1.0,0.0,0.5454545454545454
0.8405797101449275,0.9999999999999998,0.0,0.0,0.0,0.0,0.041666666666666664,0.02040816326530612,1.0,0.013267655253862474,1.0,0.0,0.16666666666666666,0.36363636363636365,0.13333333333333333,0.21428571428571427,0.02626292162481563,0.9986684420772304,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,1.0,0.0,0.0,0.0,0.6363636363636364
0.3623188405797102,0.9999999999999998,0.75,0.0,0.0,0.0,0.041666666666666664,0.02040816326530612,1.0,0.051493406752688,1.0,0.0,0.16666666666666666,0.4545454545454546,0.2,0.21428571428571427,0.025465641611434726,0.9986684420772304,0.0,0.0,0.0,0.0,0.0026917900403768506,0.75,1.0,0.0,0.75,0.0,0.5454545454545454
0.6376811594202898,0.9999999999999998,0.0,0.0,0.0,0.0,0.041666666666666664,0.02040816326530612,1.0,0.08415784671929842,1.0,0.0,0.16666666666666666,0.36363636363636365,0.2,0.2857142857142857,0.14759875108078785,0.9986684420772304,0.0,0.0,0.2,0.0029940119760479044,0.004037685060565276,1.0,1.0,0.0,0.0,0.0,0.6363636363636364
0.7971014492753623,0.0,1.0,0.0,0.0,0.0,0.041666666666666664,0.02040816326530612,1.0,0.07546268033161942,1.0,1.0,0.16666666666666666,0.5454545454545455,0.06666666666666667,0.0,0.0,0.9986684420772304,0.0,0.0,0.2,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.9999999999999998,1.0,0.16666666666666666,0.4545454545454545
0.6086956521739131,0.9999999999999998,0.75,0.0,0.0,0.0,0.041666666666666664,0.02040816326530612,1.0,0.0462204086249574,1.0,1.0,0.16666666666666666,0.4545454545454546,0.06666666666666667,0.07142857142857142,0.060800519454067586,0.9986684420772304,0.0,0.0,0.2,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.0,0.75,0.16666666666666666,0.5454545454545454
0.7971014492753623,0.9999999999999998,0.0,0.0,0.0,0.0,0.041666666666666664,0.02040816326530612,1.0,0.5301468634548527,1.0,1.0,0.16666666666666666,0.5454545454545455,0.13333333333333333,0.07142857142857142,0.12871946378595517,0.9973368841544608,0.0,0.0,0.2,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.0,0.0,0.16666666666666666,0.4545454545454545
0.4492753623188406,0.9999999999999998,0.25,0.0,0.0,0.5,0.08333333333333333,0.02040816326530612,1.0,0.04834949133141034,1.0,1.0,0.16666666666666666,0.6363636363636365,0.2,0.07142857142857142,0.00754838446086339,0.9973368841544608,0.0,0.0,0.2,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.0,0.25,0.16666666666666666,0.3636363636363636
0.5072463768115942,0.9999999999999998,0.25,0.0,0.0,0.5,0.08333333333333333,0.02040816326530612,1.0,0.0,0.8571428571428572,0.0,0.3333333333333333,0.36363636363636365,0.0,0.07142857142857142,0.04252646626796068,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,1.0,0.0,0.25,0.16666666666666666,0.6363636363636364
0.5652173913043479,0.9999999999999998,0.75,0.0,0.0,0.5,0.08333333333333333,0.02040816326530612,1.0,0.0,0.8571428571428572,0.0,0.3333333333333333,0.27272727272727276,0.0,0.14285714285714285,0.05044619348031566,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,1.0,0.0,0.75,0.16666666666666666,0.7272727272727273
0.6376811594202898,0.0,1.0,0.0,0.0,0.5,0.08333333333333333,0.02040816326530612,1.0,0.06431806785978948,1.0,1.0,0.3333333333333333,0.5454545454545455,0.06666666666666667,0.0,0.0,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.9999999999999998,1.0,0.3333333333333333,0.4545454545454545
0.8260869565217392,0.9999999999999998,0.0,0.0,0.0,0.5,0.08333333333333333,0.02040816326530612,1.0,0.015107955509418871,1.0,1.0,0.3333333333333333,0.6363636363636365,0.13333333333333333,0.0,0.0,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.0,0.0,0.3333333333333333,0.3636363636363636
0.5507246376811594,0.9999999999999998,0.25,0.0,0.0,0.0,0.08333333333333333,0.04081632653061224,1.0,0.050027033939106506,1.0,1.0,0.3333333333333333,0.7272727272727273,0.2,0.0,0.0,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.0,0.25,0.3333333333333333,0.2727272727272727
0.5942028985507246,0.9999999999999998,0.25,0.0,0.0,0.0,0.08333333333333333,0.04081632653061224,1.0,0.06000065398318098,0.8571428571428572,1.0,0.3333333333333333,0.6363636363636365,0.2,0.07142857142857142,0.029942505032527766,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.0,0.25,0.3333333333333333,0.3636363636363636
0.46376811594202905,0.9999999999999998,0.25,0.0,0.0,0.0,0.08333333333333333,0.04081632653061224,1.0,0.06952165824364619,0.8571428571428572,1.0,0.3333333333333333,0.5454545454545455,0.2,0.14285714285714285,0.06230876271923335,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.0,0.25,0.3333333333333333,0.4545454545454545
0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.04081632653061224,1.0,0.05752995517802947,0.7142857142857143,1.0,0.3333333333333333,0.4545454545454546,0.2,0.21428571428571427,0.07567763382136572,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.9999999999999998,0.0,0.3333333333333333,0.5454545454545454
0.3623188405797102,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.061224489795918366,1.0,0.3525977221448231,0.7142857142857143,1.0,0.3333333333333333,0.5454545454545455,0.26666666666666666,0.21428571428571427,0.13078801282457866,0.9973368841544608,0.0,0.0,0.0,0.0029940119760479044,0.004037685060565276,1.0,0.0,0.9999999999999998,0.0,0.3333333333333333,0.4545454545454545
