,Unnamed: 0.1,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,P1S,P2S,SGA,SGA1,RE,RE1,Unf_err_cnt,Unf_err_cnt1,STB,LTB,STH,LTH,STB1,LTB1,STH1,LTH1,Net-cnt,Net-sc-rate,Net-cnt1,Net-sc-rate1,BTS,BTS1,SD,SD1,SW,SW1,p1_momentum,p2_momentum
0,3099,4287,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:00:00,1,1,1,0,0,0.0,0.0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100408030473505,18.557,3,0.5797101449275364,W,CTL,ND,0.0,0.0714285714285714,0.3636363636363636,0.6363636363636364,0.0,0.054029567979899,1.0,0.4234354194407456,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5733512786002691,0.9788732394366196,0.0,1.0,0.0,0.9999999999999998,1.0,1.0,0.32955765296993716,1.0919231737104615
1,3100,4288,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:00:26,1,1,2,0,0,0.0,0.0,0,15,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.1687836354024047,22.571,6,0.4057971014492754,B,NCTL,ND,0.0666666666666666,0.0714285714285714,0.4545454545454546,0.5454545454545454,0.2740494950953932,0.1355289281870949,1.0,0.4221038615179759,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5746971736204576,0.9765807962529274,0.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.20226685479862896,0.9391415406146723
2,3101,4289,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:01:10,1,1,3,0,0,0.0,0.0,15,15,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227263484661579,5.213,1,0.536231884057971,B,CTL,D,0.0666666666666666,0.1428571428571428,0.3636363636363636,0.6363636363636364,0.0163135606185267,0.0437096412485896,1.0,0.4221038615179759,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5746971736204576,0.9765807962529274,0.0,1.0,0.0,0.9999999999999998,0.0,0.0,0.03466734001062659,0.7947157240627569
3,3102,4290,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:01:42,1,1,4,0,0,0.0,0.0,15,30,2,1,1,2,2,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0379156556277026,7.981,2,0.7536231884057971,W,CTL,ND,0.1333333333333333,0.1428571428571428,0.4545454545454546,0.5454545454545454,0.0693249075340913,0.0342840639479901,1.0,0.4221038615179759,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.576043068640646,0.9742990654205608,0.0,1.0,0.0,0.9999999999999998,1.0,1.0,0.34479658634216814,1.0907809964807096
4,3103,4293,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:02:58,1,1,7,0,0,0.0,0.0,40,40,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2819273678645501,43.622,10,0.7971014492753623,B,NCTL,ND,0.2,0.1428571428571428,0.5454545454545455,0.4545454545454545,0.484365962184394,0.1591846781310795,1.0,0.4207723035952063,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.576043068640646,0.9742990654205608,0.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.23594777047042717,0.947848984546584
5,3104,4294,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:03:37,1,1,8,0,0,0.0,0.0,AD,40,2,1,1,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.0419824045330693,8.473,2,0.8695652173913044,C,NCTL,ND,0.2666666666666666,0.1428571428571428,0.6363636363636365,0.3636363636363636,0.0982597592703013,0.023857433471522,1.0,0.4194407456724367,1.0,0.125,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.576043068640646,0.9742990654205608,0.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.36958262256425306,0.9336827137274111
6,3105,4295,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:04:40,1,2,9,0,0,0.1666666666666666,0.0,0,0,1,2,2,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1111442475836733,28.239,6,0.4347826086956523,B,NCTL,ND,0.0,0.0714285714285714,0.3636363636363636,0.6363636363636364,0.0,0.0592288561593837,0.8571428571428572,0.4194407456724367,1.0,0.125,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.576043068640646,0.9742990654205608,1.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.007764508346359,0.31258521108365456
7,3106,4296,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:05:14,1,2,10,0,0,0.1666666666666666,0.0,0,15,1,2,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136710542368745,4.835,1,0.463768115942029,C,NCTL,D,0.0666666666666666,0.0714285714285714,0.4545454545454546,0.5454545454545454,0.0255939756668529,0.0126572905706969,0.8571428571428572,0.4194407456724367,1.0,0.125,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.576043068640646,0.9742990654205608,1.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.0151224101711558,0.30500168168871095
8,3107,4297,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:05:45,1,2,11,0,0,0.1666666666666666,0.0,15,15,1,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1058981414957502,17.128,4,0.3478260869565217,BW,NCTL,D,0.0666666666666666,0.1428571428571428,0.3636363636363636,0.6363636363636364,0.0702994220358928,0.1883563367326713,0.8571428571428572,0.4194407456724367,1.0,0.125,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5773889636608345,0.9755244755244754,1.0,0.0,0.9999999999999998,0.0,0.75,0.75,1.2328457431359932,0.5429255480445516
9,3108,4298,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:06:18,1,2,12,0,0,0.1666666666666666,0.0,15,30,1,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682468245468964,16.566,5,0.7536231884057971,C,NCTL,D,0.1333333333333333,0.1428571428571428,0.4545454545454546,0.5454545454545454,0.1212393585839759,0.0599579295603429,0.8571428571428572,0.4194407456724367,1.0,0.125,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5773889636608345,0.9755244755244754,1.0,0.0,0.9999999999999998,0.0,0.0,0.0,1.031603066546851,0.3173306166010186
10,3109,4299,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:06:47,1,2,13,0,0,0.1666666666666666,0.0,30,30,1,2,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1117610378343205,16.704,5,0.3623188405797102,B,NCTL,D,0.2,0.1428571428571428,0.5454545454545455,0.4545454545454545,0.2214005906929001,0.07276230065494,0.8571428571428572,0.4181091877496671,0.0,0.125,0.0,0.0,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5773889636608345,0.9755244755244754,1.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.8777941549096706,0.30324046985589265
11,3110,4300,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:07:23,1,2,14,0,0,0.1666666666666666,0.0,40,30,1,1,1,9,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.059164418658244,12.933,3,0.6811594202898552,C,NCTL,D,0.2666666666666666,0.1428571428571428,0.6363636363636365,0.3636363636363636,0.1362278777166236,0.0330760786890437,0.8571428571428572,0.4167776298268975,0.0,0.125,0.5,0.0416666666666666,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5773889636608345,0.9755244755244754,1.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.9161880963696326,0.3043421645493769
12,3111,4302,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:08:18,1,3,16,0,0,0.3333333333333333,0.0,0,15,2,1,2,9,7,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0832802396670687,12.787,3,0.8115942028985508,W,CTL,ND,0.0,0.0714285714285714,0.3636363636363636,0.6363636363636364,0.0,0.0455216444967934,1.0,0.4167776298268975,0.0,0.125,0.5,0.0416666666666666,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5787348586810229,0.9767441860465116,0.0,1.0,0.0,0.9999999999999998,1.0,1.0,0.46793640164900985,1.097867480264771
13,3112,4303,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:08:43,1,3,17,0,0,0.3333333333333333,0.0,0,30,2,1,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110208895335439,4.036,1,0.7246376811594204,C,NCTL,D,0.0,0.1428571428571428,0.2727272727272727,0.7272727272727273,0.0,0.0064546592164612,1.0,0.4167776298268975,0.0,0.125,0.5,0.0416666666666666,0.0,0.5789473684210527,0.6000000000000001,0.5718562874251497,0.0,0.0,0.5787348586810229,0.9767441860465116,0.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.310401396213193,0.9455065988066477
14,3113,4304,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:09:04,1,3,18,0,0,0.3333333333333333,0.0,0,40,2,1,2,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804267375184698,4.72,1,0.6811594202898552,C,NCTL,D,0.0,0.2142857142857142,0.1818181818181818,0.8181818181818181,0.0,0.044078004662015,1.0,0.4167776298268975,0.0,0.125,0.5,0.0416666666666666,0.0,0.5789473684210527,0.8,0.5748502994011977,0.0,0.0,0.5787348586810229,0.9767441860465116,0.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.30488679391551193,0.9647627083739703
15,3114,4306,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:11:31,1,4,20,0,0,0.3333333333333333,0.1666666666666666,0,15,1,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0713036641407637,17.981,3,0.6666666666666667,BW,NCTL,ND,0.0666666666666666,0.0,0.5454545454545455,0.4545454545454545,0.0488627383523421,0.0,1.0,0.4167776298268975,0.0,0.125,0.5,0.0416666666666666,0.0,0.5789473684210527,0.8,0.5748502994011977,0.0,0.0,0.5800807537012113,0.974477958236659,1.0,0.0,0.9999999999999998,0.0,0.75,0.75,1.1723026316909921,0.5866542215562892
16,3115,4307,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:11:55,1,4,21,0,0,0.3333333333333333,0.1666666666666666,15,15,1,2,2,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493432200517832,10.45,2,0.4492753623188406,BW,NCTL,ND,0.0666666666666666,0.0714285714285714,0.4545454545454546,0.5454545454545454,0.0547151334043342,0.0719748836488179,1.0,0.4167776298268975,0.0,0.125,0.0,0.0416666666666666,0.0,0.5789473684210527,0.8,0.5748502994011977,0.0,0.0,0.5800807537012113,0.974477958236659,1.0,0.0,0.9999999999999998,0.0,0.75,0.75,1.1304114504697322,0.5912150768992058
17,3116,4308,2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:12:26,1,4,22,0,0,0.3333333333333333,0.1666666666666666,15,30,1,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344995865471946,7.239,1,0.7246376811594204,W,CTL,D,0.1333333333333333,0.0714285714285714,0.5454545454545455,0.4545454545454545,0.0813302937685159,0.0197469654638994,1.0,0.4167776298268975,0.0,0.125,0.0,0.0416666666666666,0.0,0.5789473684210527,0.8,0.5748502994011977,0.0,0.0,0.5800807537012113,0.974477958236659,1.0,0.0,0.0,0.9999999999999998,1.0,1.0,1.0742039910248287,0.5194798329402722
