,Unnamed: 0.1,Unnamed: 0,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,P1S,P2S,SGA,SGA1,RE,RE1,Unf_err_cnt,Unf_err_cnt1,STB,LTB,STH,LTH,STB1,LTB1,STH1,LTH1,Net-cnt,Net-sc-rate,Net-cnt1,Net-sc-rate1,BTS,BTS1,SD,SD1,SW,SW1,p1_momentum,p2_momentum
0,5164,6950,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:00:00,1,1,1,0,0,0.0,0.0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303379468340359,4.341,1,0.5652173913043479,W,CTL,D,0.0,0.0714285714285714,0.3636363636363636,0.6363636363636364,0.0,0.0174350536701321,1.0,0.047936085219707,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.930013458950202,0.9811866859623732,0.0,1.0,0.0,0.9999999999999998,1.0,1.0,0.32915355030572524,1.2046866959786966
1,5165,6951,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:00:25,1,1,2,0,0,0.0,0.0,0,15,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1173731513237266,22.307,4,0.7826086956521741,BW,NCTL,ND,0.0666666666666666,0.0714285714285714,0.4545454545454546,0.5454545454545454,0.199344071805705,0.0985839743396508,1.0,0.047936085219707,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.930013458950202,0.9811866859623732,0.0,1.0,0.9999999999999998,0.0,0.75,0.75,0.42754652663767834,1.2840963897014162
2,5166,6952,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:01:19,1,1,3,0,0,0.0,0.0,15,15,2,2,1,2,1,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244072713470427,2.926,2,0.4347826086956523,BW,NCTL,ND,0.1333333333333333,0.0714285714285714,0.5454545454545455,0.4545454545454545,0.058105246640355,0.0141079325490229,1.0,0.047936085219707,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.930013458950202,0.9811866859623732,0.0,1.0,0.9999999999999998,0.0,0.75,0.75,0.4097482023184858,1.2626778061081736
3,5167,6953,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:02:17,1,1,4,0,0,0.0,0.0,30,15,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252273990429583,4.209,1,0.6956521739130435,BC,CTL,ND,0.1333333333333333,0.1428571428571428,0.4545454545454546,0.5454545454545454,0.0286318762705233,0.0376637291184055,1.0,0.047936085219707,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.930013458950202,0.9811866859623732,0.0,1.0,0.0,0.9999999999999998,0.25,0.25,0.11827405651777145,0.9844647300963542
4,5168,6954,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:03:02,1,1,5,0,0,0.0,0.0,30,30,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0792744919952825,8.676,2,0.5217391304347827,W,CTL,ND,0.2,0.1428571428571428,0.5454545454545455,0.4545454545454545,0.1617712546897972,0.0531653896415885,1.0,0.0466045272969373,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.9313593539703904,0.9797687861271676,0.0,1.0,0.0,0.9999999999999998,1.0,1.0,0.3507509343825286,1.1980463314280694
5,5169,6955,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:03:38,1,1,6,0,0,0.0,0.0,40,30,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0413995038566335,7.704,1,0.7971014492753623,W,NCTL,D,0.2,0.2142857142857142,0.4545454545454546,0.5454545454545454,0.0462567702302836,0.0608483512356936,1.0,0.0466045272969373,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.9313593539703904,0.9797687861271676,0.0,1.0,0.9999999999999998,0.0,1.0,1.0,0.4882856860471867,1.3550036162781682
6,5170,6956,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:04:05,1,1,7,0,0,0.0,0.0,40,40,2,1,2,3,4,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1497783621846574,19.531,5,0.5652173913043479,W,CTL,ND,0.2,0.2857142857142857,0.3636363636363636,0.6363636363636364,0.1264216118080466,0.2217223080187124,1.0,0.0466045272969373,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.9327052489905788,0.9805194805194803,0.0,1.0,0.0,0.9999999999999998,1.0,1.0,0.3402546082697895,1.2227480943499507
7,5171,6957,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:04:41,1,1,8,0,0,0.0,0.0,40,AD,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1490734590410605,24.58,6,0.7536231884057971,BW,NCTL,D,0.2666666666666666,0.2857142857142857,0.4545454545454546,0.5454545454545454,0.2461984570777826,0.1217554259585617,1.0,0.0466045272969373,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.9327052489905788,0.9805194805194803,0.0,1.0,0.9999999999999998,0.0,0.75,0.75,0.4308525960708015,1.2854458381585274
8,5172,6958,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:06:03,1,1,9,0,0,0.0,0.0,40,40,2,1,2,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1893071615448222,28.599,7,0.7971014492753623,C,NCTL,D,0.2666666666666666,0.3571428571428571,0.3636363636363636,0.6363636363636364,0.1610875537382416,0.2645983486835007,0.8571428571428572,0.0466045272969373,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.6000000000000001,0.9520958083832336,0.0,0.0,0.9327052489905788,0.9805194805194803,0.0,1.0,0.9999999999999998,0.0,0.0,0.0,0.19880275509154574,1.082170578901399
9,5173,6959,2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:06:43,1,1,10,0,0,0.0,0.0,40,AD,2,1,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525695075167075,7.816,1,0.7681159420289856,W,CTL,ND,0.2666666666666666,0.4285714285714285,0.2727272727272727,0.7272727272727273,0.0448200479655365,0.0887199271021668,0.8571428571428572,0.0466045272969373,0.0,0.0,0.0,0.0,0.5,0.9298245614035088,0.8,0.9550898203592816,0.0,0.0,0.9327052489905788,0.9805194805194803,0.0,1.0,0.0,0.9999999999999998,1.0,1.0,0.33429092278138023,1.233891336256731
